pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0
R__NOUN_NOUN_DET_ADJ	14	4	sing	מרשימים	wrong	generated	רק ה הפרשים מדליקים מ הוקרה זו ; מורחבים ל כך ערכם ה שקוף , קבורתו ו משקל ה איכון ה	0	True	614	4	21	רק ה הפרשים מדליקים מ הוקרה זו ; מורחבים ל כך ערכם ה שקוף , קבורתו ו משקל ה איכון ה אנושי שלהם ; ו ה מקלחת כי ב כל הרמה רקתית אבל טרופית ו מעורבת , הם ממוינים סלבריטאים הופכית . <eos>	-10.3506	-10.3794	-12.9001	-15.348	-13.5213	-12.7396	-12.8603	-12.375	-14.707	-14.0094	-13.3501	-9.62169	-14.6489	-12.394	-9.50054	-9.50175	-12.6222	-11.7907	-12.6382	-15.3531	-10.7785	-10.9722	-12.8444	-11.4694	-11.2427	-11.7357	-10.8118	-10.4216	-14.6088	-12.3231	-12.6256	-12.6795	-12.7047	-11.5042	-8.83368	-13.798
R__NOUN_NOUN_PUNCT_SCONJ_VERB	16	9	plur	נהפכים	correct	generated	גרזנים אלה התלוננו על אותות תאולוג , ה	1	True	73	4	8	גרזנים אלה התלוננו על אותות תאולוג , ה ממוינים טופר כתרי ה קלעי אל תוך ה רסון מלמטה . <eos>	-11.0571	-11.5599	-12.0291	-13.7561	-10.4107	-10.6573	-10.4819	-11.3459	-12.9415	-11.1377	-11.1024	-11.1566	-13.9447	-11.6546	-13.5762	-13.9496	-12.0084	-12.9151	-11.658	-11.3964	-11.144	-11.4172	-12.0041	-13.1294	-13.3697	-10.2322	-10.2273	-11.1904	-11.9248	-10.4228	-12.4931	-10.97	-12.8853	-11.0924	-11.1123	-13.0207
R__NOUN_NOUN_PUNCT_SCONJ_VERB	16	9	plur	נהפך	wrong	generated	גרזנים אלה התלוננו על אותות תאולוג , ה	1	True	825	4	8	גרזנים אלה התלוננו על אותות תאולוג , ה ממוינים טופר כתרי ה קלעי אל תוך ה רסון מלמטה . <eos>	-12.1335	-14.8065	-13.4984	-14.5849	-14.3319	-13.8405	-14.4222	-14.1977	-14.1084	-17.1265	-13.2817	-14.5548	-14.299	-14.747	-17.1279	-13.0483	-15.1164	-15.1213	-13.7196	-14.0286	-12.6901	-14.6058	-14.3743	-14.6764	-13.5611	-14.2714	-12.8775	-15.8931	-15.1704	-12.9224	-14.0899	-13.9567	-13.8446	-13.8489	-13.6559	-14.5035
R__NOUN_NOUN_PUNCT_SCONJ_VERB	12	1	sing	מכריע	correct	generated	תבלין ה פתיח , ה	0	True	1901	5	5	תבלין ה פתיח , ה ממוין על סכיני 11 לקחים , סוטר ל פינקרטון 22 חייטים של קטעי עגלון ב עדות עריכית . <eos>	-12.0184	-13.2843	-13.5106	-13.7185	-12.2173	-13.549	-13.5468	-13.421	-12.3992	-15.073	-12.7656	-13.373	-12.151	-11.8839	-12.0327	-13.7828	-13.1429	-14.7456	-11.7969	-11.1826	-13.5243	-12.1321	-11.8103	-13.2022	-10.6704	-13.8609	-11.2365	-9.77249	-13.1252	-10.7027	-13.0313	-11.8466	-11.8356	-13.4963	-10.1649	-13.7228
R__NOUN_NOUN_PUNCT_SCONJ_VERB	12	1	sing	מכריעים	wrong	generated	תבלין ה פתיח , ה	0	True	215	5	5	תבלין ה פתיח , ה ממוין על סכיני 11 לקחים , סוטר ל פינקרטון 22 חייטים של קטעי עגלון ב עדות עריכית . <eos>	-15.7961	-16.7307	-17.9949	-17.735	-16.6421	-17.9779	-15.3688	-17.6204	-17.1244	-18.2776	-17.2106	-18.2391	-16.6325	-14.5978	-17.1652	-16.1123	-17.2817	-18.5189	-16.2573	-16.2806	-16.1629	-14.5136	-15.3859	-16.9547	-15.2935	-16.1064	-16.1261	-15.379	-16.6917	-17.555	-16.5653	-16.5298	-17.5095	-15.887	-15.5317	-17.8364
R__NOUN_NOUN_DET_ADJ	3	1	plur	גרעיניים	correct	generated	אין תסיסה כי ציפורני ה התחלה ה	1	False	528	4	7	"אין תסיסה כי ציפורני ה התחלה ה מוסריים יצטרפו להפנות את ה יעה ה זה , אם כי אין לבקר צביר ב שביתה כי "" ייתכן ש חיתוכים ב ימיה הוולקנים , או יצליחו ב צריפים ה מתונים , סמטאות של מוזיאונים , הפסדי חוצן ו התאבכות ו ייראו אותם כ התנגשויות ל אלוהות "" ( "" ה סתירה "" , 811 ) . <eos>"	-13.6933	-13.5729	-13.6602	-13.2292	-14.1587	-14.2058	-13.1314	-12.9312	-13.0089	-15.0314	-15.3143	-12.6885	-11.0423	-8.99337	-9.60145	-16.3891	-11.6384	-11.3108	-13.0231	-12.2192	-11.8752	-10.4265	-11.1351	-14.3105	-14.2347	-11.2881	-13.4623	-17.6929	-10.5595	-8.93993	-10.8483	-13.4539	-13.3421	-10.3079	-13.4485	-12.4484
R__NOUN_NOUN_DET_ADJ	3	1	plur	גרעיני	wrong	generated	אין תסיסה כי ציפורני ה התחלה ה	1	False	2676	4	7	"אין תסיסה כי ציפורני ה התחלה ה מוסריים יצטרפו להפנות את ה יעה ה זה , אם כי אין לבקר צביר ב שביתה כי "" ייתכן ש חיתוכים ב ימיה הוולקנים , או יצליחו ב צריפים ה מתונים , סמטאות של מוזיאונים , הפסדי חוצן ו התאבכות ו ייראו אותם כ התנגשויות ל אלוהות "" ( "" ה סתירה "" , 811 ) . <eos>"	-12.0875	-11.467	-13.1636	-14.3437	-10.5473	-12.1836	-12.447	-15.9262	-12.7316	-15.0694	-13.2638	-10.9983	-12.4572	-9.66203	-6.80594	-12.3382	-10.0876	-13.6183	-13.1451	-12.9448	-11.2577	-10.6265	-9.27201	-13.4808	-12.5452	-12.4025	-8.75278	-13.4192	-10.5896	-10.7889	-9.93017	-11.5499	-15.057	-13.9208	-12.174	-13.5344
R__NOUN_NOUN_DET_ADJ	38	5	sing	שנתי	correct	generated	"ה עילום לשעבר , ד""ר אלסקה פאולר , ב רפובליקאים ב אסון ה שיק ה"	0	True	2331	4	15	"ה עילום לשעבר , ד""ר אלסקה פאולר , ב רפובליקאים ב אסון ה שיק ה יעיל של יידוע ה הישגים . <eos>"	-6.66521	-4.83487	-8.47923	-9.46954	-9.71438	-9.07467	-7.38689	-7.3974	-2.21447	-8.68469	-8.14262	-8.5373	-7.56851	-7.48013	-5.07709	-7.31788	-5.28091	-7.4166	-7.32525	-5.9528	-4.79363	-4.74156	-4.99909	-5.76784	-7.87308	-6.69632	-6.19509	-7.19976	-6.59366	-6.60891	-6.6105	-8.65192	-7.65474	-4.44207	-7.67919	-2.98056
R__NOUN_NOUN_DET_ADJ	38	5	sing	שנתיים	wrong	generated	"ה עילום לשעבר , ד""ר אלסקה פאולר , ב רפובליקאים ב אסון ה שיק ה"	0	True	8833	4	15	"ה עילום לשעבר , ד""ר אלסקה פאולר , ב רפובליקאים ב אסון ה שיק ה יעיל של יידוע ה הישגים . <eos>"	-11.7803	-11.2936	-12.7731	-13.6022	-12.6918	-14.0108	-9.37833	-9.8293	-12.2488	-14.3578	-9.36501	-8.53759	-14.8133	-11.289	-9.56861	-11.1172	-10.8674	-12.0881	-12.7771	-11.6028	-9.34493	-10.0519	-10.5032	-10.3882	-8.855	-12.4359	-10.204	-10.6847	-12.5427	-8.1467	-9.84139	-12.7594	-11.6471	-10.5288	-13.081	-10.6896
R__NOUN_ADJ_DET_ADJ	38	8	sing	רומאי	correct	generated	<unk> סוס ה שחקנית מועלם כי זה פיינל ב ניקוב ידוען יחסית ל דופי ה חזיתי ה	0	False	1343	4	17	"מ""ם סוס ה שחקנית מועלם כי זה פיינל ב ניקוב ידוען יחסית ל דופי ה חזיתי ה מסריח , ו הוא אליפות של ממד לוהט קמור ו דעות ממזר ב השקפה ה הלכתית . <eos>"	-10.568	-6.03111	-9.50171	-7.29335	-8.48692	-7.64927	-9.85083	-10.3111	-9.27539	-10.8188	-10.6565	-9.39245	-7.61493	-8.31736	-10.04	-11.5923	-6.14886	-7.19967	-9.24407	-10.2111	-8.39061	-10.0899	-9.35107	-11.3806	-8.80928	-9.33211	-10.6972	-14.9987	-7.34815	-8.59309	-10.1947	-9.79506	-8.87218	-8.6818	-8.51137	-9.54106
R__NOUN_ADJ_DET_ADJ	38	8	sing	רומאים	wrong	generated	<unk> סוס ה שחקנית מועלם כי זה פיינל ב ניקוב ידוען יחסית ל דופי ה חזיתי ה	0	False	3014	4	17	"מ""ם סוס ה שחקנית מועלם כי זה פיינל ב ניקוב ידוען יחסית ל דופי ה חזיתי ה מסריח , ו הוא אליפות של ממד לוהט קמור ו דעות ממזר ב השקפה ה הלכתית . <eos>"	-10.6713	-13.2131	-12.6238	-10.7518	-14.0267	-17.3725	-10.9505	-12.5977	-11.1823	-16.5637	-14.4304	-10.7558	-12.1902	-13.6743	-11.7732	-16.0113	-10.7806	-11.3248	-12.296	-11.7425	-10.5526	-14.6829	-13.8093	-14.8756	-16.0998	-11.7521	-10.2189	-14.1111	-10.8002	-9.57746	-12.1009	-15.3736	-13.445	-14.2961	-12.4444	-13.924
R__NOUN_NOUN_DET_ADJ	118	8	plur	מלוכלכים	correct	generated	שלושה מטענים הנדסיים ש הבינו אתמול פגניני של החלת ה מטפורה ה נטורליסטית התווספו ל איסורי ה חיווט ה	1	False	70	4	19	שלושה מטענים הנדסיים ש הבינו אתמול פגניני של החלת ה מטפורה ה נטורליסטית התווספו ל איסורי ה חיווט ה חלשים . <eos>	-10.5681	-14.0927	-12.0419	-9.20877	-13.9012	-14.5744	-11.13	-12.7114	-12.8765	-13.8599	-12.6434	-12.1856	-12.4867	-13.3405	-11.6886	-11.0231	-10.9825	-10.756	-10.9587	-11.733	-15.4511	-12.0841	-9.59092	-14.0984	-12.6124	-14.0298	-10.4884	-13.246	-10.4045	-13.2721	-10.7844	-12.8181	-11.5288	-11.8343	-13.7104	-13.8808
R__NOUN_NOUN_DET_ADJ	118	8	plur	מלוכלך	wrong	generated	שלושה מטענים הנדסיים ש הבינו אתמול פגניני של החלת ה מטפורה ה נטורליסטית התווספו ל איסורי ה חיווט ה	1	False	137	4	19	שלושה מטענים הנדסיים ש הבינו אתמול פגניני של החלת ה מטפורה ה נטורליסטית התווספו ל איסורי ה חיווט ה חלשים . <eos>	-11.8792	-13.7947	-11.061	-11.8526	-14.8773	-15.5683	-14.4986	-13.7152	-12.6014	-14.5353	-14.3785	-12.6258	-16.7616	-12.7004	-14.0838	-10.4788	-11.6545	-12.5618	-12.1585	-12.5605	-13.7508	-14.1902	-12.5563	-15.8283	-12.1478	-11.6626	-14.6756	-18.7494	-14.7236	-12.428	-12.8825	-14.2917	-14.5651	-14.4262	-13.7732	-15.8337
R__NOUN_NOUN_DET_ADJ	148	8	sing	מקומית	correct	generated	ב ניפוח פרשיית ה תפישות ה	1	False	6623	4	6	ב ניפוח פרשיית ה תפישות ה מוארכת עיין פרידריך את ה עור ה חדיש ל אי - ה רפובליקות . <eos>	-7.9826	-11.8954	-11.3692	-9.1156	-11.4262	-7.0948	-6.97801	-10.5015	-10.2796	-11.454	-10.724	-10.5417	-7.19992	-12.9197	-7.18843	-9.6827	-8.49685	-10.552	-8.55013	-9.97839	-8.71985	-10.0758	-11.6228	-7.70898	-9.11575	-9.58512	-6.91518	-10.2256	-8.8504	-7.92196	-10.452	-8.63145	-11.3226	-10.0232	-12.2732	-9.94803
R__NOUN_NOUN_DET_ADJ	148	8	sing	מקומיות	wrong	generated	ב ניפוח פרשיית ה תפישות ה	1	False	2972	4	6	ב ניפוח פרשיית ה תפישות ה מוארכת עיין פרידריך את ה עור ה חדיש ל אי - ה רפובליקות . <eos>	-4.60118	-10.2687	-7.65482	-8.60663	-6.58477	-7.21158	-4.64318	-7.63122	-6.76358	-9.29954	-6.61405	-9.27084	-4.52895	-6.30394	-5.44194	-8.25182	-5.49597	-6.38959	-6.59242	-8.00873	-6.26712	-5.40482	-4.97281	-9.01325	-5.47977	-4.8482	-6.80228	-7.38596	-5.72992	-8.20843	-6.15928	-6.45212	-6.83357	-5.92422	-5.41069	-6.07295
R__NOUN_ADJ_DET_ADJ	47	0	sing	אמריקאית	correct	original	אבל היא זכאית ל גמול אמריקאי , ו אם ה היערכות ה צבאית ה	0	True	8279	4	14	"אבל היא זכאית ל גמול אמריקאי , ו אם ה היערכות ה צבאית ה אמריקאית על אדמת סעודיה עלולה לסבך את ישראל , אין זה הוגן למנוע ממנה את ה מידע ה עומד ל רשות ה צבא ה אמריקאי ו לקפח ב דרך זו את יכולת ה התגוננות מפני אויב ה מאיים עלינו אף יותר מאשר על ארה""ב . <eos>"	-4.73399	-5.0583	-4.22401	-5.52456	-5.03309	-1.9611	-4.41906	-4.68814	-4.12539	-3.98948	-4.77762	-4.49281	-4.71483	-4.50645	-4.51893	-4.65286	-4.32968	-4.75889	-4.21134	-5.86018	-4.32762	-4.23737	-4.09199	-3.19536	-4.66833	-3.64037	-4.85706	-4.47635	-5.27346	-5.00468	-5.00019	-3.37903	-4.67406	-5.6	-4.18725	-4.16532
R__NOUN_ADJ_DET_ADJ	47	0	sing	אמריקניות	wrong	original	אבל היא זכאית ל גמול אמריקאי , ו אם ה היערכות ה צבאית ה	0	True	447	4	14	"אבל היא זכאית ל גמול אמריקאי , ו אם ה היערכות ה צבאית ה אמריקאית על אדמת סעודיה עלולה לסבך את ישראל , אין זה הוגן למנוע ממנה את ה מידע ה עומד ל רשות ה צבא ה אמריקאי ו לקפח ב דרך זו את יכולת ה התגוננות מפני אויב ה מאיים עלינו אף יותר מאשר על ארה""ב . <eos>"	-10.5792	-13.0933	-11.7778	-12.5334	-12.9555	-12.5501	-10.9953	-11.8994	-12.863	-12.758	-9.19669	-11.3663	-12.2845	-14.3177	-11.9804	-15.3046	-13.3827	-12.4694	-13.824	-13.6175	-12.1043	-12.2889	-13.4854	-10.4928	-12.6168	-10.3344	-9.87743	-11.8799	-13.3637	-13.1778	-13.228	-13.48	-13.4095	-13.1679	-11.5343	-12.3356
R__NOUN_ADJ_DET_ADJ	45	7	plur	מתונים	correct	generated	מי מבין ה פעלולים ה אלה ש לא יכסה ב דלפק , פוליטיים סגניו להציל ב אחד ה שומנים ה חשאיים ה	0	True	388	4	22	מי מבין ה פעלולים ה אלה ש לא יכסה ב דלפק , פוליטיים סגניו להציל ב אחד ה שומנים ה חשאיים ה מצריים , כמו ספורט ה מדחף ה געשיכטע , כיבוי עולם ה היתר , או יידוי ה שנאי של טקס ה תלפיות . <eos>	-12.7693	-12.8081	-10.9429	-11.2983	-8.17208	-11.9805	-8.2997	-7.78519	-11.2684	-10.99	-12.2595	-13.8816	-11.827	-11.2442	-11.0413	-15.0368	-9.62947	-9.56054	-8.15806	-11.0703	-9.26315	-11.9783	-10.7482	-8.59388	-10.77	-12.0148	-10.3176	-11.2844	-8.78794	-11.2566	-9.62225	-11.1443	-12.3472	-13.3914	-11.0346	-12.7951
R__NOUN_ADJ_DET_ADJ	45	7	plur	מתון	wrong	generated	מי מבין ה פעלולים ה אלה ש לא יכסה ב דלפק , פוליטיים סגניו להציל ב אחד ה שומנים ה חשאיים ה	0	True	739	4	22	מי מבין ה פעלולים ה אלה ש לא יכסה ב דלפק , פוליטיים סגניו להציל ב אחד ה שומנים ה חשאיים ה מצריים , כמו ספורט ה מדחף ה געשיכטע , כיבוי עולם ה היתר , או יידוי ה שנאי של טקס ה תלפיות . <eos>	-13.1681	-16.4311	-17.729	-14.6461	-13.084	-14.9413	-12.8373	-13.6716	-12.9009	-12.4444	-17.9828	-13.2104	-17.7026	-15.9028	-11.1423	-18.6061	-15.2733	-15.3022	-13.9358	-19.3151	-9.50056	-15.5183	-13.8179	-13.6035	-15.2829	-15.3052	-14.7283	-15.1488	-15.2239	-12.2566	-14.9729	-15.722	-17.0103	-16.7665	-14.5078	-18.3084
R__NOUN_NOUN_DET_ADJ	0	9	plur	לשוניות	correct	generated	"ל יעדיה , היו נקודות בין צה""ל ל פרסומים ירדניים החל מ שעות ה שימוש ה"	1	True	203	4	16	"ל יעדיה , היו נקודות בין צה""ל ל פרסומים ירדניים החל מ שעות ה שימוש ה מודיעיניות , כאשר מאות תוככי גפיים יידו פריצות על עפיפונים . <eos>"	-12.8438	-6.52905	-8.74158	-8.21747	-9.1557	-7.05089	-10.0892	-10.3685	-7.48042	-8.90623	-8.34545	-9.10494	-7.17172	-11.5533	-12.309	-7.84362	-9.01643	-7.75343	-9.9926	-10.4919	-9.76497	-10.1559	-9.68874	-9.04396	-7.00454	-10.4542	-8.53376	-10.1611	-8.67432	-10.4011	-7.89036	-8.59477	-9.88997	-7.74766	-10.0514	-8.81684
R__NOUN_NOUN_DET_ADJ	0	9	plur	לשונית	wrong	generated	"ל יעדיה , היו נקודות בין צה""ל ל פרסומים ירדניים החל מ שעות ה שימוש ה"	1	True	479	4	16	"ל יעדיה , היו נקודות בין צה""ל ל פרסומים ירדניים החל מ שעות ה שימוש ה מודיעיניות , כאשר מאות תוככי גפיים יידו פריצות על עפיפונים . <eos>"	-16.1716	-13.7676	-12.8945	-14.7046	-16.5462	-14.283	-15.3964	-12.7704	-12.3859	-13.4087	-13.105	-13.3798	-13.466	-14.8548	-15.8605	-13.3989	-13.9219	-13.1083	-13.4611	-15.1722	-12.8332	-16.2741	-15.3312	-11.9774	-11.4328	-15.853	-13.4076	-18.3382	-12.3733	-18.2689	-12.9823	-15.4886	-15.3462	-13.8031	-12.7245	-13.4639
R__NOUN_DET_ADV_PUNCT_ADJ	10	0	plur	תקציביות	correct	original	ה מכללות ה חוץ -	1	True	97	4	5	ה מכללות ה חוץ - תקציביות אינן מבקשות כסף מ ה מדינה , אינן מתיימרות להעניק תארים מחקריים אך הן אקדמיות למהדרין ו ראויות ל הכרה . <eos>	-11.0142	-13.9196	-14.776	-14.2214	-12.9885	-14.9772	-13.5978	-14.4473	-15.4633	-14.5297	-13.1404	-12.5113	-11.7645	-13.3762	-12.3389	-12.4557	-14.5393	-13.9754	-15.0249	-13.6275	-12.4229	-14.173	-12.6144	-12.4341	-12.9474	-13.6635	-14.2202	-12.0191	-15.0787	-13.6087	-16.1616	-13.7998	-14.3248	-14.3084	-13.1238	-14.5157
R__NOUN_DET_ADV_PUNCT_ADJ	10	0	plur	תקציבית	wrong	original	ה מכללות ה חוץ -	1	True	188	4	5	ה מכללות ה חוץ - תקציביות אינן מבקשות כסף מ ה מדינה , אינן מתיימרות להעניק תארים מחקריים אך הן אקדמיות למהדרין ו ראויות ל הכרה . <eos>	-12.437	-14.1736	-13.8104	-13.8643	-15.0251	-16.3045	-15.5094	-12.9114	-16.3023	-17.3959	-13.778	-13.9983	-13.9051	-14.895	-12.6998	-13.8092	-13.9204	-13.396	-16.5796	-13.4438	-13.9567	-12.5299	-12.4373	-14.5143	-12.4429	-14.0656	-13.3074	-14.7264	-14.7127	-14.1439	-14.1346	-14.5404	-15.8527	-14.0874	-14.1904	-14.8183
R__VERB_NOUN_CCONJ_VERB	2	9	sing	מצוין	correct	generated	"פעם הותקן גבריאל ל ד""ר סיקה ביכנר , ש התממש אחריו במשך 71 דיגיטציה ב הסתננות רעייתו את ה גמלאות ה ספרותיות ב שקיפות , כי ה גברת ה תנ""כית ש ממנה הוא נוטש ועידה היא בידרמן ה תכנון ; כמותו הוא מצטער ב כרוב ו"	0	True	1614	4	46	"פעם הותקן גבריאל ל ד""ר סיקה ביכנר , ש התממש אחריו במשך 71 דיגיטציה ב הסתננות רעייתו את ה גמלאות ה ספרותיות ב שקיפות , כי ה גברת ה תנ""כית ש ממנה הוא נוטש ועידה היא בידרמן ה תכנון ; כמותו הוא מצטער ב כרוב ו מביים ב שוק . <eos>"	-11.8302	-12.6542	-10.8271	-11.1683	-10.4041	-14.3601	-10.3521	-11.3239	-10.7953	-13.8959	-14.3317	-12.0539	-11.0774	-11.8741	-11.3311	-11.2099	-11.2582	-9.64042	-10.7963	-11.9702	-11.8282	-12.9133	-13.2443	-13.9472	-11.1823	-11.3506	-12.3709	-11.7457	-11.3358	-13.461	-11.853	-11.7621	-11.7036	-13.2758	-15.0648	-12.6201
R__VERB_NOUN_CCONJ_VERB	2	9	sing	מצוינים	wrong	generated	"פעם הותקן גבריאל ל ד""ר סיקה ביכנר , ש התממש אחריו במשך 71 דיגיטציה ב הסתננות רעייתו את ה גמלאות ה ספרותיות ב שקיפות , כי ה גברת ה תנ""כית ש ממנה הוא נוטש ועידה היא בידרמן ה תכנון ; כמותו הוא מצטער ב כרוב ו"	0	True	464	4	46	"פעם הותקן גבריאל ל ד""ר סיקה ביכנר , ש התממש אחריו במשך 71 דיגיטציה ב הסתננות רעייתו את ה גמלאות ה ספרותיות ב שקיפות , כי ה גברת ה תנ""כית ש ממנה הוא נוטש ועידה היא בידרמן ה תכנון ; כמותו הוא מצטער ב כרוב ו מביים ב שוק . <eos>"	-17.1877	-15.9802	-16.8114	-16.9536	-16.3908	-17.3705	-14.1382	-16.2574	-14.9437	-17.6517	-16.6517	-18.0048	-17.6938	-14.7574	-16.2817	-15.5364	-14.3693	-15.2494	-15.2871	-13.9076	-15.4688	-17.0353	-16.4425	-16.845	-13.5362	-14.3103	-17.8196	-15.2846	-15.4369	-16.758	-14.3767	-14.5484	-14.6023	-16.0937	-16.3776	-17.1575
R__NOUN_NOUN_DET_ADJ	123	1	sing	מושכת	correct	generated	ב עבודתה נאנסה מעקף - עכשיו כי קארן מתרסקת על ועדות משא תקליטון כפי ש הודפסו ב ברז , ו נחטפה מ כיבוד ה יבולים לחסוך את ה אלכוהוליזם ב צלמית ה מולטימדיה ה	0	True	353	4	34	ב עבודתה נאנסה מעקף - עכשיו כי קארן מתרסקת על ועדות משא תקליטון כפי ש הודפסו ב ברז , ו נחטפה מ כיבוד ה יבולים לחסוך את ה אלכוהוליזם ב צלמית ה מולטימדיה ה בוכרית . <eos>	-10.3257	-11.8413	-9.44049	-9.32094	-10.1888	-10.1954	-9.11293	-10.6913	-8.9792	-10.8991	-12.3032	-11.4521	-8.87119	-9.89965	-8.9919	-8.86007	-8.45734	-9.3699	-10.8625	-11.1082	-11.1984	-9.43192	-9.30704	-9.6072	-8.80957	-11.0221	-9.1683	-12.003	-9.21053	-8.57002	-9.37443	-9.33683	-10.6474	-10.2303	-10.1884	-8.32838
R__NOUN_NOUN_DET_ADJ	123	1	sing	מושכות	wrong	generated	ב עבודתה נאנסה מעקף - עכשיו כי קארן מתרסקת על ועדות משא תקליטון כפי ש הודפסו ב ברז , ו נחטפה מ כיבוד ה יבולים לחסוך את ה אלכוהוליזם ב צלמית ה מולטימדיה ה	0	True	277	4	34	ב עבודתה נאנסה מעקף - עכשיו כי קארן מתרסקת על ועדות משא תקליטון כפי ש הודפסו ב ברז , ו נחטפה מ כיבוד ה יבולים לחסוך את ה אלכוהוליזם ב צלמית ה מולטימדיה ה בוכרית . <eos>	-17.1117	-19.1868	-14.2101	-14.0395	-14.5497	-13.666	-15.0975	-16.2638	-14.5474	-15.0461	-16.5799	-18.7782	-14.564	-13.8377	-16.7608	-16.0259	-15.4672	-15.2357	-13.0514	-17.3841	-17.6647	-16.159	-13.4056	-13.5816	-16.3999	-14.1633	-14.1919	-17.3778	-12.7991	-16.0455	-14.3666	-16.4385	-16.719	-13.3644	-15.2083	-14.3921
